datetime,frequency11,humidity1,state1,temperature1,timestamp
2022-07-01 16:58:00.239000,8078.59,45,1,24,1656674880239
2022-07-01 16:58:01.241000,8148.9,45,1,24,1656674881241
2022-07-01 16:58:02.242000,8104.52,45,1,24,1656674882242
2022-07-01 16:58:03.244000,8088.78,45,1,24,1656674883244
2022-07-01 16:58:04.246000,8104.52,45,1,24,1656674884246
2022-07-01 16:58:05.247000,8105.3,45,1,24,1656674885247
2022-07-01 16:58:06.249000,8148.9,45,1,24,1656674886249
2022-07-01 16:58:07.251000,8088.78,45,1,24,1656674887251
2022-07-01 16:58:08.252000,8105.3,45,1,24,1656674888252
2022-07-01 16:58:09.254000,8104.52,45,1,24,1656674889254
2022-07-01 16:58:10.255000,8079.37,45,1,24,1656674890255
2022-07-01 16:58:11.257000,8104.52,45,1,24,1656674891257
2022-07-01 16:58:12.259000,8148.9,45,1,24,1656674892259
2022-07-01 16:58:13.261000,8089.57,45,1,24,1656674893261
2022-07-01 16:58:14.262000,8105.3,45,1,24,1656674894262
2022-07-01 16:58:15.264000,8089.57,45,1,24,1656674895264
2022-07-01 16:58:16.266000,8089.57,45,1,24,1656674896266
2022-07-01 16:58:17.268000,8105.3,45,1,24,1656674897268
2022-07-01 16:58:18.270000,8089.57,45,1,24,1656674898270
2022-07-01 16:58:19.272000,8105.3,45,1,24,1656674899272
2022-07-01 16:58:20.275000,8078.59,45,1,24,1656674900275
2022-07-01 16:58:21.277000,8088.78,45,1,24,1656674901277
2022-07-01 16:58:22.279000,8089.57,45,1,24,1656674902279
2022-07-01 16:58:23.282000,8105.3,45,1,24,1656674903282
2022-07-01 16:58:24.284000,8104.52,45,1,24,1656674904284
2022-07-01 16:58:25.286000,8089.57,45,1,24,1656674905286
2022-07-01 16:58:26.287000,8105.3,45,1,24,1656674906287
2022-07-01 16:58:27.289000,8089.57,45,1,24,1656674907289
2022-07-01 16:58:28.291000,8089.57,45,1,24,1656674908291
2022-07-01 16:58:29.293000,8104.52,45,1,24,1656674909293
2022-07-01 16:58:30.295000,8078.59,45,1,24,1656674910295
2022-07-01 16:58:31.297000,8089.57,45,1,24,1656674911297
2022-07-01 16:58:32.300000,8045.83,45,1,24,1656674912300
2022-07-01 16:58:33.302000,8089.57,45,1,24,1656674913302
2022-07-01 16:58:34.304000,8105.3,45,1,24,1656674914304
2022-07-01 16:58:35.305000,8104.52,45,1,24,1656674915305
2022-07-01 16:58:36.307000,8089.57,45,1,24,1656674916307
2022-07-01 16:58:37.309000,8088.78,45,1,24,1656674917309
2022-07-01 16:58:38.311000,8104.52,45,1,24,1656674918311
2022-07-01 16:58:39.313000,8105.3,45,1,24,1656674919313
2022-07-01 16:58:40.316000,8079.37,45,1,24,1656674920316
2022-07-01 16:58:41.317000,8104.52,45,1,24,1656674921317
2022-07-01 16:58:42.319000,8089.57,45,1,24,1656674922319
