datetime,frequency11,humidity1,state1,temperature1,timestamp
2022-06-23 18:11:00.659000,16612.4,0,1,0,1655988060659
2022-06-23 18:11:01.659000,16675.56,0,1,0,1655988061659
2022-06-23 18:11:02.661000,16675.56,0,1,0,1655988062661
2022-06-23 18:11:03.663000,16609.09,0,1,0,1655988063663
2022-06-23 18:11:04.664000,16820.29,0,1,0,1655988064664
2022-06-23 18:11:05.666000,16609.09,0,1,0,1655988065666
2022-06-23 18:11:06.668000,16609.09,0,1,0,1655988066668
2022-06-23 18:11:07.703000,16675.56,0,1,0,1655988067703
2022-06-23 18:11:08.705000,16864.54,0,1,0,1655988068705
2022-06-23 18:11:09.707000,16612.4,0,1,0,1655988069707
2022-06-23 18:11:10.709000,16678.9,0,1,0,1655988070709
2022-06-23 18:11:11.711000,16612.4,0,1,0,1655988071711
2022-06-23 18:11:12.713000,16933.08,0,1,0,1655988072713
2022-06-23 18:11:13.715000,16675.56,0,1,0,1655988073715
2022-06-23 18:11:14.716000,16566.17,0,1,0,1655988074716
2022-06-23 18:11:15.718000,16864.54,0,1,0,1655988075718
2022-06-23 18:11:16.719000,16675.56,0,1,0,1655988076719
2022-06-23 18:11:17.751000,16675.56,0,1,0,1655988077751
2022-06-23 18:11:18.753000,16864.54,0,1,0,1655988078753
2022-06-23 18:11:19.754000,16933.08,0,1,0,1655988079754
2022-06-23 18:11:20.756000,16612.4,0,1,0,1655988080756
2022-06-23 18:11:21.758000,16864.54,0,1,0,1655988081758
2022-06-23 18:11:22.759000,16675.56,0,1,0,1655988082759
2022-06-23 18:11:23.761000,16609.09,0,1,0,1655988083761
2022-06-23 18:11:24.763000,16820.29,0,1,0,1655988084763
2022-06-23 18:11:25.763000,16675.56,0,1,0,1655988085763
2022-06-23 18:11:26.765000,16612.4,0,1,0,1655988086765
2022-06-23 18:11:27.800000,16675.56,0,1,0,1655988087800
2022-06-23 18:11:28.801000,16675.56,0,1,0,1655988088801
2022-06-23 18:11:29.803000,16612.4,0,1,0,1655988089803
2022-06-23 18:11:30.805000,16864.54,0,1,0,1655988090805
2022-06-23 18:11:31.807000,16675.56,0,1,0,1655988091807
2022-06-23 18:11:32.809000,16678.9,0,1,0,1655988092809
2022-06-23 18:11:33.811000,16612.4,0,1,0,1655988093811
2022-06-23 18:11:34.812000,16820.29,0,1,0,1655988094812
2022-06-23 18:11:35.814000,16612.4,0,1,0,1655988095814
2022-06-23 18:11:36.816000,16612.4,0,1,0,1655988096816
2022-06-23 18:11:37.848000,16675.56,0,1,0,1655988097848
2022-06-23 18:11:38.850000,16612.4,0,1,0,1655988098850
2022-06-23 18:11:39.852000,16612.4,0,1,0,1655988099852
2022-06-23 18:11:40.853000,16675.56,0,1,0,1655988100853
2022-06-23 18:11:41.855000,16612.4,0,1,0,1655988101855
2022-06-23 18:11:42.857000,16675.56,0,1,0,1655988102857
2022-06-23 18:11:43.858000,16675.56,0,1,0,1655988103858
2022-06-23 18:11:44.858000,16566.17,0,1,0,1655988104858
2022-06-23 18:11:45.860000,16612.4,0,1,0,1655988105860
2022-06-23 18:11:46.861000,16675.56,0,1,0,1655988106861
2022-06-23 18:11:47.896000,16675.56,0,1,0,1655988107896
2022-06-23 18:11:48.898000,16612.4,0,1,0,1655988108898
2022-06-23 18:11:49.898000,16675.56,0,1,0,1655988109898
2022-06-23 18:11:50.900000,16864.54,0,1,0,1655988110900
2022-06-23 18:11:51.902000,16612.4,0,1,0,1655988111902
2022-06-23 18:11:52.904000,17195.13,0,1,0,1655988112904
2022-06-23 18:11:53.906000,16612.4,0,1,0,1655988113906
2022-06-23 18:11:54.906000,16820.29,0,1,0,1655988114906
2022-06-23 18:11:55.907000,16675.56,0,1,0,1655988115907
2022-06-23 18:11:56.909000,16864.54,0,1,0,1655988116909
2022-06-23 18:11:57.944000,16678.9,0,1,0,1655988117944
