datetime,frequency11,humidity1,state1,temperature1,timestamp
2022-06-24 13:50:00.371000,8333.89,0,1,0,1656058800371
2022-06-24 13:50:01.373000,8333.89,0,1,0,1656058801373
2022-06-24 13:50:02.374000,8349.75,0,1,0,1656058802374
2022-06-24 13:50:03.376000,8271.02,0,1,0,1656058803376
2022-06-24 13:50:04.378000,8286.65,0,1,0,1656058804378
2022-06-24 13:50:05.380000,8287.48,0,1,0,1656058805380
2022-06-24 13:50:06.381000,8323.07,0,1,0,1656058806381
2022-06-24 13:50:07.383000,8271.02,0,1,0,1656058807383
2022-06-24 13:50:08.384000,8287.48,0,1,0,1656058808384
2022-06-24 13:50:09.419000,8287.48,0,1,0,1656058809419
2022-06-24 13:50:10.421000,8333.89,0,1,0,1656058810421
2022-06-24 13:50:11.423000,8287.48,0,1,0,1656058811423
2022-06-24 13:50:12.425000,8333.89,0,1,0,1656058812425
2022-06-24 13:50:13.427000,8333.89,0,1,0,1656058813427
2022-06-24 13:50:14.429000,8287.48,0,1,0,1656058814429
2022-06-24 13:50:15.431000,8271.02,0,1,0,1656058815431
2022-06-24 13:50:16.432000,8260.37,0,1,0,1656058816432
2022-06-24 13:50:17.435000,8349.75,0,1,0,1656058817435
2022-06-24 13:50:18.437000,8271.85,0,1,0,1656058818437
2022-06-24 13:50:19.469000,8286.65,0,1,0,1656058819469
2022-06-24 13:50:20.470000,8349.75,0,1,0,1656058820470
2022-06-24 13:50:21.472000,8333.89,0,1,0,1656058821472
2022-06-24 13:50:22.474000,8271.02,0,1,0,1656058822474
2022-06-24 13:50:23.475000,8287.48,0,1,0,1656058823475
2022-06-24 13:50:24.477000,8287.48,0,1,0,1656058824477
2022-06-24 13:50:25.479000,8333.89,0,1,0,1656058825479
2022-06-24 13:50:26.480000,8323.07,0,1,0,1656058826480
2022-06-24 13:50:27.482000,8333.89,0,1,0,1656058827482
2022-06-24 13:50:28.485000,8271.02,0,1,0,1656058828485
2022-06-24 13:50:29.519000,8287.48,0,1,0,1656058829519
2022-06-24 13:50:30.521000,8271.02,0,1,0,1656058830521
2022-06-24 13:50:31.523000,8333.89,0,1,0,1656058831523
2022-06-24 13:50:32.526000,8349.75,0,1,0,1656058832526
2022-06-24 13:50:33.528000,8271.85,0,1,0,1656058833528
2022-06-24 13:50:34.530000,8349.75,0,1,0,1656058834530
2022-06-24 13:50:35.531000,8349.75,0,1,0,1656058835531
2022-06-24 13:50:36.534000,8322.24,0,1,0,1656058836534
2022-06-24 13:50:37.536000,8333.89,0,1,0,1656058837536
2022-06-24 13:50:38.537000,8286.65,0,1,0,1656058838537
2022-06-24 13:50:39.569000,8287.48,0,1,0,1656058839569
2022-06-24 13:50:40.571000,8333.06,0,1,0,1656058840571
2022-06-24 13:50:41.574000,8287.48,0,1,0,1656058841574
2022-06-24 13:50:42.576000,8271.02,0,1,0,1656058842576
2022-06-24 13:50:43.578000,8333.89,0,1,0,1656058843578
2022-06-24 13:50:44.580000,8349.75,0,1,0,1656058844580
2022-06-24 13:50:45.582000,8333.89,0,1,0,1656058845582
2022-06-24 13:50:46.585000,8323.07,0,1,0,1656058846585
2022-06-24 13:50:47.588000,8287.48,0,1,0,1656058847588
2022-06-24 13:50:48.590000,8271.02,0,1,0,1656058848590
2022-06-24 13:50:49.619000,8349.75,0,1,0,1656058849619
2022-06-24 13:50:50.621000,8349.75,0,1,0,1656058850621
2022-06-24 13:50:51.623000,8271.02,0,1,0,1656058851623
2022-06-24 13:50:52.625000,8333.89,0,1,0,1656058852625
2022-06-24 13:50:53.626000,8349.75,0,1,0,1656058853626
2022-06-24 13:50:54.628000,8287.48,0,1,0,1656058854628
2022-06-24 13:50:55.630000,8333.89,0,1,0,1656058855630
2022-06-24 13:50:56.633000,8260.37,0,1,0,1656058856633
2022-06-24 13:50:57.635000,8271.02,0,1,0,1656058857635
2022-06-24 13:50:58.637000,8271.02,0,1,0,1656058858637
2022-06-24 13:50:59.668000,8349.75,0,1,0,1656058859668
2022-06-24 13:51:00.670000,8333.89,0,1,0,1656058860670
2022-06-24 13:51:01.672000,8271.02,0,1,0,1656058861672
2022-06-24 13:51:02.673000,8287.48,0,1,0,1656058862673
2022-06-24 13:51:03.675000,8271.02,0,1,0,1656058863675
2022-06-24 13:51:04.677000,8349.75,0,1,0,1656058864677
2022-06-24 13:51:05.678000,8412.98,0,1,0,1656058865678
2022-06-24 13:51:06.680000,8322.24,0,1,0,1656058866680
2022-06-24 13:51:07.681000,8333.89,0,1,0,1656058867681
2022-06-24 13:51:08.683000,8349.75,0,1,0,1656058868683
2022-06-24 13:51:09.718000,8349.75,0,1,0,1656058869718
2022-06-24 13:51:10.720000,8333.89,0,1,0,1656058870720
2022-06-24 13:51:12.357000,8321.96,0,1,0,1656058872357
2022-06-24 13:51:13.359000,8271.02,0,1,0,1656058873359
2022-06-24 13:51:14.361000,8287.48,0,1,0,1656058874361
2022-06-24 13:51:15.362000,8349.75,0,1,0,1656058875362
2022-06-24 13:51:16.364000,8322.24,0,1,0,1656058876364
2022-06-24 13:51:17.366000,8333.89,0,1,0,1656058877366
2022-06-24 13:51:18.369000,8287.48,0,1,0,1656058878369
2022-06-24 13:51:19.371000,8298.2,0,1,0,1656058879371
2022-06-24 13:51:20.373000,8279.24,0,1,0,1656058880373
2022-06-24 13:51:21.375000,8296.55,0,1,0,1656058881375
2022-06-24 13:51:22.377000,8279.24,0,1,0,1656058882377
2022-06-24 13:51:23.379000,8279.24,0,1,0,1656058883379
2022-06-24 13:51:24.382000,8360.64,0,1,0,1656058884382
2022-06-24 13:51:25.384000,8343.07,0,1,0,1656058885384
2022-06-24 13:51:26.387000,8397.72,0,1,0,1656058886387
2022-06-24 13:51:27.388000,8360.64,0,1,0,1656058887388
2022-06-24 13:51:28.390000,8279.24,0,1,0,1656058888390
2022-06-24 13:51:29.392000,8296.55,0,1,0,1656058889392
2022-06-24 13:51:30.393000,8298.2,0,1,0,1656058890393
2022-06-24 13:51:31.395000,8343.07,0,1,0,1656058891395
2022-06-24 13:51:32.397000,8343.07,0,1,0,1656058892397
2022-06-24 13:51:33.399000,8360.64,0,1,0,1656058893399
2022-06-24 13:51:34.401000,8298.2,0,1,0,1656058894401
2022-06-24 13:51:35.403000,8343.07,0,1,0,1656058895403
2022-06-24 13:51:36.404000,8272.67,0,1,0,1656058896404
2022-06-24 13:51:37.406000,8279.24,0,1,0,1656058897406
2022-06-24 13:51:38.408000,8279.24,0,1,0,1656058898408
2022-06-24 13:51:39.410000,8296.55,0,1,0,1656058899410
2022-06-24 13:51:40.412000,8279.24,0,1,0,1656058900412
2022-06-24 13:51:41.414000,8279.24,0,1,0,1656058901414
2022-06-24 13:51:42.415000,8296.55,0,1,0,1656058902415
2022-06-24 13:51:43.417000,8279.24,0,1,0,1656058903417
2022-06-24 13:51:44.419000,8296.55,0,1,0,1656058904419
2022-06-24 13:51:45.422000,8298.2,0,1,0,1656058905422
2022-06-24 13:51:46.425000,8272.67,0,1,0,1656058906425
2022-06-24 13:51:47.427000,8279.24,0,1,0,1656058907427
2022-06-24 13:51:48.428000,8298.2,0,1,0,1656058908428
2022-06-24 13:51:49.430000,8298.2,0,1,0,1656058909430
2022-06-24 13:51:50.432000,8279.24,0,1,0,1656058910432
2022-06-24 13:51:51.433000,8298.2,0,1,0,1656058911433
2022-06-24 13:51:52.435000,8279.24,0,1,0,1656058912435
2022-06-24 13:51:53.437000,8271.02,0,1,0,1656058913437
2022-06-24 13:51:54.438000,8287.48,0,1,0,1656058914438
2022-06-24 13:51:55.440000,8333.89,0,1,0,1656058915440
2022-06-24 13:51:56.442000,8322.24,0,1,0,1656058916442
2022-06-24 13:51:57.443000,8287.48,0,1,0,1656058917443
2022-06-24 13:51:58.445000,8271.02,0,1,0,1656058918445
2022-06-24 13:51:59.447000,8287.48,0,1,0,1656058919447
2022-06-24 13:52:00.448000,8349.75,0,1,0,1656058920448
2022-06-24 13:52:01.450000,8271.02,0,1,0,1656058921450
2022-06-24 13:52:02.452000,8333.89,0,1,0,1656058922452
2022-06-24 13:52:03.454000,8287.48,0,1,0,1656058923454
2022-06-24 13:52:04.456000,8349.75,0,1,0,1656058924456
2022-06-24 13:52:05.458000,8333.89,0,1,0,1656058925458
2022-06-24 13:52:06.459000,8322.24,0,1,0,1656058926459
2022-06-24 13:52:07.461000,8333.89,0,1,0,1656058927461
2022-06-24 13:52:08.463000,8333.89,0,1,0,1656058928463
2022-06-24 13:52:09.464000,8287.48,0,1,0,1656058929464
2022-06-24 13:52:10.466000,8333.89,0,1,0,1656058930466
2022-06-24 13:52:11.468000,8271.02,0,1,0,1656058931468
2022-06-24 13:52:12.469000,8349.75,0,1,0,1656058932469
2022-06-24 13:52:13.471000,8271.02,0,1,0,1656058933471
2022-06-24 13:52:14.473000,8287.48,0,1,0,1656058934473
2022-06-24 13:52:15.474000,8287.48,0,1,0,1656058935474
2022-06-24 13:52:16.476000,8260.37,0,1,0,1656058936476
2022-06-24 13:52:17.478000,8271.02,0,1,0,1656058937478
2022-06-24 13:52:18.480000,8287.48,0,1,0,1656058938480
2022-06-24 13:52:19.482000,8287.48,0,1,0,1656058939482
2022-06-24 13:52:20.484000,8271.02,0,1,0,1656058940484
2022-06-24 13:52:21.485000,8349.75,0,1,0,1656058941485
2022-06-24 13:52:22.487000,8271.02,0,1,0,1656058942487
2022-06-24 13:52:23.489000,8333.89,0,1,0,1656058943489
2022-06-24 13:52:24.490000,8349.75,0,1,0,1656058944490
2022-06-24 13:52:25.492000,8333.89,0,1,0,1656058945492
2022-06-24 13:52:26.494000,8322.24,0,1,0,1656058946494
2022-06-24 13:52:27.494000,8287.48,0,1,0,1656058947494
2022-06-24 13:52:28.496000,8271.02,0,1,0,1656058948496
2022-06-24 13:52:29.498000,8287.48,0,1,0,1656058949498
2022-06-24 13:52:30.500000,8287.48,0,1,0,1656058950500
2022-06-24 13:52:31.502000,8333.89,0,1,0,1656058951502
2022-06-24 13:52:32.504000,8271.02,0,1,0,1656058952504
2022-06-24 13:52:33.506000,8287.48,0,1,0,1656058953506
2022-06-24 13:52:34.508000,8287.48,0,1,0,1656058954508
2022-06-24 13:52:35.510000,8333.89,0,1,0,1656058955510
2022-06-24 13:52:36.513000,8323.07,0,1,0,1656058956513
2022-06-24 13:52:37.515000,8333.89,0,1,0,1656058957515
2022-06-24 13:52:38.517000,8333.89,0,1,0,1656058958517
2022-06-24 13:52:39.519000,8287.48,0,1,0,1656058959519
2022-06-24 13:52:40.521000,8333.89,0,1,0,1656058960521
2022-06-24 13:52:41.523000,8271.02,0,1,0,1656058961523
2022-06-24 13:52:42.524000,8287.48,0,1,0,1656058962524
2022-06-24 13:52:43.526000,8271.02,0,1,0,1656058963526
2022-06-24 13:52:44.528000,8287.48,0,1,0,1656058964528
2022-06-24 13:52:45.529000,8287.48,0,1,0,1656058965529
2022-06-24 13:52:46.531000,8323.07,0,1,0,1656058966531
2022-06-24 13:52:47.533000,8333.89,0,1,0,1656058967533
2022-06-24 13:52:48.536000,8349.75,0,1,0,1656058968536
2022-06-24 13:52:49.538000,8287.48,0,1,0,1656058969538
2022-06-24 13:52:50.540000,8333.89,0,1,0,1656058970540
2022-06-24 13:52:51.542000,8286.65,0,1,0,1656058971542
2022-06-24 13:52:52.544000,8271.02,0,1,0,1656058972544
2022-06-24 13:52:53.546000,8271.02,0,1,0,1656058973546
2022-06-24 13:52:54.549000,8287.48,0,1,0,1656058974549
2022-06-24 13:52:55.551000,8271.02,0,1,0,1656058975551
2022-06-24 13:52:56.554000,8323.07,0,1,0,1656058976554
2022-06-24 13:52:57.556000,8349.75,0,1,0,1656058977556
