datetime,Sequence,frequency11,humidity1,state1,temperature1,timestamp
47:59.3,478.00,5960.33,0,3,0,1.6564E+12
48:00.3,479.00,5960.33,0,3,0,1.6564E+12
48:01.3,480.00,5951.81,0,3,0,1.6564E+12
48:02.3,481.00,5960.33,0,3,0,1.6564E+12
48:03.3,482.00,5951.81,0,3,0,1.6564E+12
48:04.3,483.00,5952.24,0,3,0,1.6564E+12
48:05.3,484.00,5960.33,0,3,0,1.6564E+12
48:06.3,485.00,5946.29,0,3,0,1.6564E+12
48:07.3,486.00,5952.24,0,3,0,1.6564E+12
48:08.3,487.00,5960.33,0,3,0,1.6564E+12
48:09.3,488.00,5920.1,0,3,0,1.6564E+12
48:10.3,489.00,5960.33,0,3,0,1.6564E+12
48:11.3,490.00,5960.33,0,3,0,1.6564E+12
48:12.3,491.00,5951.81,0,3,0,1.6564E+12
48:13.3,492.00,5952.24,0,3,0,1.6564E+12
48:14.4,493.00,5928.1,0,3,0,1.6564E+12
48:15.4,494.00,5960.33,0,3,0,1.6564E+12
48:16.4,495.00,5946.29,0,3,0,1.6564E+12
48:17.4,496.00,5928.1,0,3,0,1.6564E+12
48:18.4,497.00,5951.81,0,3,0,1.6564E+12
48:19.4,498.00,5952.24,0,3,0,1.6564E+12
48:20.4,499.00,5960.33,0,3,0,1.6564E+12
48:21.4,500.00,5951.81,0,3,0,1.6564E+12
48:22.4,501.00,5951.81,0,3,0,1.6564E+12
48:23.4,502.00,5928.53,0,3,0,1.6564E+12
48:24.4,503.00,5920.1,0,3,0,1.6564E+12
48:25.4,504.00,5928.1,0,3,0,1.6564E+12
48:27.0,505.00,5932.18,0,3,0,1.6564E+12
48:28.0,506.00,5951.81,0,3,0,1.6564E+12
48:29.0,507.00,5920.1,0,3,0,1.6564E+12
48:30.0,508.00,5928.1,0,3,0,1.6564E+12
48:31.0,509.00,5920.1,0,3,0,1.6564E+12
48:32.0,510.00,5951.81,0,3,0,1.6564E+12
48:33.0,511.00,5928.1,0,3,0,1.6564E+12
48:34.0,512.00,5920.1,0,3,0,1.6564E+12
48:35.0,513.00,5928.53,0,3,0,1.6564E+12
48:36.0,514.00,5928.53,0,3,0,1.6564E+12
48:37.0,515.00,5946.29,0,3,0,1.6564E+12
48:38.0,516.00,5920.1,0,3,0,1.6564E+12
48:39.0,517.00,5928.1,0,3,0,1.6564E+12
48:40.0,518.00,5928.1,0,3,0,1.6564E+12
48:41.0,519.00,5919.68,0,3,0,1.6564E+12
48:42.0,520.00,5928.53,0,3,0,1.6564E+12
48:43.0,521.00,5920.1,0,3,0,1.6564E+12
48:44.0,522.00,5920.1,0,3,0,1.6564E+12
48:45.0,523.00,5928.1,0,3,0,1.6564E+12
48:46.0,524.00,5920.1,0,3,0,1.6564E+12
48:47.0,525.00,5914.22,0,3,0,1.6564E+12
48:48.0,526.00,5896.64,0,3,0,1.6564E+12
48:49.0,527.00,5920.1,0,3,0,1.6564E+12
48:50.0,528.00,5928.1,0,3,0,1.6564E+12
48:51.0,529.00,5928.1,0,3,0,1.6564E+12
48:52.0,530.00,5920.1,0,3,0,1.6564E+12
48:53.0,531.00,5888.31,0,3,0,1.6564E+12
48:54.0,532.00,5896.64,0,3,0,1.6564E+12
48:55.0,533.00,5928.1,0,3,0,1.6564E+12
48:56.0,534.00,5888.31,0,3,0,1.6564E+12
48:57.0,535.00,6010.19,0,3,0,1.6564E+12
48:58.0,536.00,5888.31,0,3,0,1.6564E+12
48:59.0,537.00,5888.73,0,3,0,1.6564E+12
49:00.0,538.00,5896.64,0,3,0,1.6564E+12
49:01.0,539.00,5888.31,0,3,0,1.6564E+12
49:02.0,540.00,5888.31,0,3,0,1.6564E+12
49:03.0,541.00,5896.64,0,3,0,1.6564E+12
49:04.0,542.00,5857.27,0,3,0,1.6564E+12
49:05.0,543.00,5865.1,0,3,0,1.6564E+12
49:06.0,544.00,5865.1,0,3,0,1.6564E+12
49:07.0,545.00,5851.92,0,3,0,1.6564E+12
49:08.0,546.00,5856.86,0,3,0,1.6564E+12
49:09.0,547.00,5865.1,0,3,0,1.6564E+12
49:10.0,548.00,5865.1,0,3,0,1.6564E+12
49:11.0,549.00,5856.86,0,3,0,1.6564E+12
49:12.0,550.00,5865.1,0,3,0,1.6564E+12
49:13.0,551.00,5857.27,0,3,0,1.6564E+12
49:14.0,552.00,5857.27,0,3,0,1.6564E+12
49:15.0,553.00,5865.1,0,3,0,1.6564E+12
49:16.1,554.00,5826.56,0,3,0,1.6564E+12
49:17.1,555.00,5820.86,0,3,0,1.6564E+12
49:18.1,556.00,5834.31,0,3,0,1.6564E+12
49:19.1,557.00,5826.15,0,3,0,1.6564E+12
49:20.1,558.00,5834.31,0,3,0,1.6564E+12
49:21.1,559.00,5834.31,0,3,0,1.6564E+12
49:22.1,560.00,5826.15,0,3,0,1.6564E+12
49:23.1,561.00,5826.15,0,3,0,1.6564E+12
49:24.1,562.00,5803.43,0,3,0,1.6564E+12
49:25.1,563.00,5834.31,0,3,0,1.6564E+12
49:26.1,564.00,5826.56,0,3,0,1.6564E+12
49:27.1,565.00,5790.52,0,3,0,1.6564E+12
49:28.1,566.00,5795.76,0,3,0,1.6564E+12
49:29.1,567.00,5795.76,0,3,0,1.6564E+12
49:30.1,568.00,5803.43,0,3,0,1.6564E+12
49:31.1,569.00,5795.76,0,3,0,1.6564E+12
49:32.1,570.00,5795.76,0,3,0,1.6564E+12
49:33.1,571.00,5803.43,0,3,0,1.6564E+12
49:34.1,572.00,5795.76,0,3,0,1.6564E+12
49:35.1,573.00,5803.43,0,3,0,1.6564E+12
49:36.1,574.00,5803.83,0,3,0,1.6564E+12
49:37.1,575.00,5820.86,0,3,0,1.6564E+12
49:38.1,576.00,5795.76,0,3,0,1.6564E+12
49:39.1,577.00,5781.68,0,3,0,1.6564E+12
49:40.1,578.00,5773.27,0,3,0,1.6564E+12
49:41.1,579.00,5765.28,0,3,0,1.6564E+12
49:42.1,580.00,5803.43,0,3,0,1.6564E+12
49:43.1,581.00,5765.28,0,3,0,1.6564E+12
49:44.1,582.00,5765.28,0,3,0,1.6564E+12
49:45.1,583.00,5773.27,0,3,0,1.6564E+12
49:46.1,584.00,5765.28,0,3,0,1.6564E+12
49:47.1,585.00,5760.1,0,3,0,1.6564E+12
49:48.1,586.00,5773.27,0,3,0,1.6564E+12
49:49.1,587.00,5765.28,0,3,0,1.6564E+12
49:50.1,588.00,5773.27,0,3,0,1.6564E+12
49:51.1,589.00,5743.03,0,3,0,1.6564E+12
49:52.1,590.00,5735.52,0,3,0,1.6564E+12
49:53.1,591.00,5735.52,0,3,0,1.6564E+12
49:54.1,592.00,5743.03,0,3,0,1.6564E+12
49:55.1,593.00,5743.03,0,3,0,1.6564E+12
49:56.1,594.00,5765.68,0,3,0,1.6564E+12
49:57.1,595.00,5730.4,0,3,0,1.6564E+12
49:58.1,596.00,5765.28,0,3,0,1.6564E+12
49:59.1,597.00,5735.52,0,3,0,1.6564E+12
50:00.1,598.00,5713.5,0,3,0,1.6564E+12
50:01.1,599.00,5735.52,0,3,0,1.6564E+12
50:02.1,600.00,5735.52,0,3,0,1.6564E+12
50:03.1,601.00,5713.5,0,3,0,1.6564E+12
50:04.1,602.00,5705.68,0,3,0,1.6564E+12
50:05.2,603.00,5743.03,0,3,0,1.6564E+12
50:06.2,604.00,5713.11,0,3,0,1.6564E+12
50:07.2,605.00,5700.6,0,3,0,1.6564E+12
50:08.2,606.00,5706.07,0,3,0,1.6564E+12
50:09.2,607.00,5716.64,0,3,0,1.6564E+12
50:10.2,608.00,5713.5,0,3,0,1.6564E+12
50:11.2,609.00,5706.07,0,3,0,1.6564E+12
50:12.2,610.00,5683.89,0,3,0,1.6564E+12
50:13.2,611.00,5706.07,0,3,0,1.6564E+12
50:14.2,612.00,5706.07,0,3,0,1.6564E+12
50:15.2,613.00,5713.5,0,3,0,1.6564E+12
50:16.2,614.00,5686.6,0,3,0,1.6564E+12
50:17.2,615.00,5700.6,0,3,0,1.6564E+12
50:18.2,616.00,5684.27,0,3,0,1.6564E+12
50:19.2,617.00,5676.53,0,3,0,1.6564E+12
50:20.2,618.00,5654.96,0,3,0,1.6564E+12
50:21.2,619.00,5683.89,0,3,0,1.6564E+12
50:22.2,620.00,5676.53,0,3,0,1.6564E+12
50:23.2,621.00,5676.53,0,3,0,1.6564E+12
50:24.2,622.00,5683.89,0,3,0,1.6564E+12
50:25.2,623.00,5683.89,0,3,0,1.6564E+12
50:26.2,624.00,5647.29,0,3,0,1.6564E+12
50:27.2,625.00,5671.51,0,3,0,1.6564E+12
50:28.2,626.00,5647.29,0,3,0,1.6564E+12
50:29.2,627.00,5647.29,0,3,0,1.6564E+12
50:30.2,628.00,5654.96,0,3,0,1.6564E+12
50:31.2,629.00,5647.68,0,3,0,1.6564E+12
50:32.2,630.00,5647.29,0,3,0,1.6564E+12
50:33.2,631.00,5625.94,0,3,0,1.6564E+12
50:34.2,632.00,5647.29,0,3,0,1.6564E+12
50:35.2,633.00,5625.94,0,3,0,1.6564E+12
50:36.2,634.00,5625.94,0,3,0,1.6564E+12
50:37.2,635.00,5613.44,0,3,0,1.6564E+12
50:38.2,636.00,5618.74,0,3,0,1.6564E+12
50:39.2,637.00,5625.94,0,3,0,1.6564E+12
50:40.2,638.00,5625.94,0,3,0,1.6564E+12
50:41.2,639.00,5618.74,0,3,0,1.6564E+12
50:42.2,640.00,5626.32,0,3,0,1.6564E+12
50:43.2,641.00,5647.68,0,3,0,1.6564E+12
50:44.2,642.00,5618.74,0,3,0,1.6564E+12
50:45.2,643.00,5597.6,0,3,0,1.6564E+12
50:46.2,644.00,5618.74,0,3,0,1.6564E+12
50:47.2,645.00,5613.44,0,3,0,1.6564E+12
50:48.2,646.00,5597.6,0,3,0,1.6564E+12
50:49.2,647.00,5590.46,0,3,0,1.6564E+12
50:50.2,648.00,5597.6,0,3,0,1.6564E+12
50:51.2,649.00,5597.22,0,3,0,1.6564E+12
50:52.2,650.00,5618.74,0,3,0,1.6564E+12
50:53.2,651.00,5618.74,0,3,0,1.6564E+12
50:54.2,652.00,5597.6,0,3,0,1.6564E+12
50:55.2,653.00,5569.17,0,3,0,1.6564E+12
50:56.3,654.00,5590.09,0,3,0,1.6564E+12
50:57.3,655.00,5585.22,0,3,0,1.6564E+12
50:58.3,656.00,5590.46,0,3,0,1.6564E+12
50:59.3,657.00,5590.46,0,3,0,1.6564E+12
51:00.3,658.00,5569.54,0,3,0,1.6564E+12
51:01.3,659.00,5562.11,0,3,0,1.6564E+12
51:02.3,660.00,5562.11,0,3,0,1.6564E+12
51:03.3,661.00,5569.54,0,3,0,1.6564E+12
51:04.3,662.00,5590.09,0,3,0,1.6564E+12
51:05.3,663.00,5569.17,0,3,0,1.6564E+12
51:06.3,664.00,5569.17,0,3,0,1.6564E+12
51:07.3,665.00,5556.91,0,3,0,1.6564E+12
51:08.3,666.00,5562.11,0,3,0,1.6564E+12
51:09.3,667.00,5569.17,0,3,0,1.6564E+12
51:10.3,668.00,5541.39,0,3,0,1.6564E+12
51:11.3,669.00,5534.4,0,3,0,1.6564E+12
51:12.3,670.00,5569.54,0,3,0,1.6564E+12
51:13.3,671.00,5534.03,0,3,0,1.6564E+12
51:14.3,672.00,5562.11,0,3,0,1.6564E+12
51:15.3,673.00,5541.39,0,3,0,1.6564E+12
51:16.3,674.00,5534.03,0,3,0,1.6564E+12
51:17.3,675.00,5529.26,0,3,0,1.6564E+12
51:18.3,676.00,5541.39,0,3,0,1.6564E+12
51:19.3,677.00,5534.03,0,3,0,1.6564E+12
51:20.3,678.00,5513.53,0,3,0,1.6564E+12
51:21.3,679.00,5513.53,0,3,0,1.6564E+12
51:22.3,680.00,5506.61,0,3,0,1.6564E+12
51:23.3,681.00,5506.61,0,3,0,1.6564E+12
51:24.3,682.00,5513.9,0,3,0,1.6564E+12
51:25.3,683.00,5513.53,0,3,0,1.6564E+12
51:26.3,684.00,5506.61,0,3,0,1.6564E+12
51:27.3,685.00,5529.26,0,3,0,1.6564E+12
51:28.3,686.00,5479.09,0,3,0,1.6564E+12
51:29.3,687.00,5506.61,0,3,0,1.6564E+12
51:30.3,688.00,5486.31,0,3,0,1.6564E+12
51:31.3,689.00,5479.45,0,3,0,1.6564E+12
51:32.3,690.00,5479.09,0,3,0,1.6564E+12
51:33.3,691.00,5458.99,0,3,0,1.6564E+12
51:34.3,692.00,5479.09,0,3,0,1.6564E+12
51:35.3,693.00,5486.31,0,3,0,1.6564E+12
51:36.3,694.00,5486.31,0,3,0,1.6564E+12
51:37.3,695.00,5447.57,0,3,0,1.6564E+12
51:38.3,696.00,5452.21,0,3,0,1.6564E+12
51:39.4,697.00,5459.35,0,3,0,1.6564E+12
51:40.4,698.00,5459.35,0,3,0,1.6564E+12
51:41.4,699.00,5452.21,0,3,0,1.6564E+12
51:42.4,700.00,5458.99,0,3,0,1.6564E+12
51:43.4,701.00,5479.09,0,3,0,1.6564E+12
51:44.4,702.00,5479.09,0,3,0,1.6564E+12
51:45.4,703.00,5459.35,0,3,0,1.6564E+12
51:46.4,704.00,5452.21,0,3,0,1.6564E+12
51:48.4,705.00,5462.45,0,3,0,1.6564E+12
51:49.4,706.00,5486.31,0,3,0,1.6564E+12
51:50.4,707.00,5459.35,0,3,0,1.6564E+12
51:51.4,708.00,5479.45,0,3,0,1.6564E+12
51:52.4,709.00,5486.31,0,3,0,1.6564E+12
51:53.4,710.00,5479.45,0,3,0,1.6564E+12
51:54.4,711.00,5452.21,0,3,0,1.6564E+12
51:55.4,712.00,5459.35,0,3,0,1.6564E+12
51:56.4,713.00,5479.09,0,3,0,1.6564E+12
51:57.4,714.00,5447.22,0,3,0,1.6564E+12
51:58.5,715.00,5458.99,0,3,0,1.6564E+12
51:59.5,716.00,5425.23,0,3,0,1.6564E+12
52:00.5,717.00,5458.99,0,3,0,1.6564E+12
52:01.5,718.00,5458.99,0,3,0,1.6564E+12
52:02.5,719.00,5452.21,0,3,0,1.6564E+12
52:03.5,720.00,5425.23,0,3,0,1.6564E+12
52:04.5,721.00,5432.3,0,3,0,1.6564E+12
52:05.5,722.00,5432.3,0,3,0,1.6564E+12
52:06.5,723.00,5452.21,0,3,0,1.6564E+12
52:07.5,724.00,5446.86,0,3,0,1.6564E+12
52:08.5,725.00,5452.21,0,3,0,1.6564E+12
52:09.5,726.00,5425.23,0,3,0,1.6564E+12
52:10.5,727.00,5432.3,0,3,0,1.6564E+12
52:11.5,728.00,5425.58,0,3,0,1.6564E+12
52:12.5,729.00,5452.21,0,3,0,1.6564E+12
52:13.5,730.00,5432.3,0,3,0,1.6564E+12
52:14.5,731.00,5425.23,0,3,0,1.6564E+12
52:15.5,732.00,5405.87,0,3,0,1.6564E+12
52:16.5,733.00,5432.66,0,3,0,1.6564E+12
52:17.5,734.00,5420.64,0,3,0,1.6564E+12
52:18.5,735.00,5425.58,0,3,0,1.6564E+12
52:19.6,736.00,5431.95,0,3,0,1.6564E+12
52:20.6,737.00,5432.3,0,3,0,1.6564E+12
52:21.6,738.00,5425.58,0,3,0,1.6564E+12
52:22.6,739.00,5432.3,0,3,0,1.6564E+12
52:23.6,740.00,5425.23,0,3,0,1.6564E+12
52:24.6,741.00,5425.58,0,3,0,1.6564E+12
52:25.6,742.00,5405.52,0,3,0,1.6564E+12
52:26.6,743.00,5425.23,0,3,0,1.6564E+12
52:27.6,744.00,5420.64,0,3,0,1.6564E+12
52:28.6,745.00,5405.52,0,3,0,1.6564E+12
52:29.6,746.00,5425.23,0,3,0,1.6564E+12
52:30.6,747.00,5432.3,0,3,0,1.6564E+12
52:31.6,748.00,5405.52,0,3,0,1.6564E+12
52:32.6,749.00,5398.87,0,3,0,1.6564E+12
52:33.6,750.00,5425.58,0,3,0,1.6564E+12
52:34.6,751.00,5405.52,0,3,0,1.6564E+12
52:35.6,752.00,5405.52,0,3,0,1.6564E+12
52:36.6,753.00,5398.87,0,3,0,1.6564E+12
52:37.6,754.00,5393.98,0,3,0,1.6564E+12
52:38.6,755.00,5425.23,0,3,0,1.6564E+12
52:39.7,756.00,5398.87,0,3,0,1.6564E+12
52:40.7,757.00,5379.35,0,3,0,1.6564E+12
52:41.7,758.00,5398.87,0,3,0,1.6564E+12
52:42.7,759.00,5372.42,0,3,0,1.6564E+12
52:43.7,760.00,5379.35,0,3,0,1.6564E+12
52:44.7,761.00,5398.87,0,3,0,1.6564E+12
52:45.7,762.00,5379.35,0,3,0,1.6564E+12
52:46.7,763.00,5379.35,0,3,0,1.6564E+12
52:47.7,764.00,5394.33,0,3,0,1.6564E+12
52:48.7,765.00,5398.87,0,3,0,1.6564E+12
52:49.7,766.00,5379.35,0,3,0,1.6564E+12
52:50.7,767.00,5379.35,0,3,0,1.6564E+12
52:51.7,768.00,5372.42,0,3,0,1.6564E+12
52:52.7,769.00,5379.35,0,3,0,1.6564E+12
52:53.7,770.00,5372.42,0,3,0,1.6564E+12
52:54.7,771.00,5372.76,0,3,0,1.6564E+12
52:55.7,772.00,5379.35,0,3,0,1.6564E+12
52:56.7,773.00,5372.42,0,3,0,1.6564E+12
52:57.7,774.00,5367.92,0,3,0,1.6564E+12
52:58.7,775.00,5379.35,0,3,0,1.6564E+12
52:59.8,776.00,5372.76,0,3,0,1.6564E+12
53:00.8,777.00,5379.35,0,3,0,1.6564E+12
53:01.8,778.00,5379.35,0,3,0,1.6564E+12
53:02.8,779.00,5372.76,0,3,0,1.6564E+12
53:03.8,780.00,5346.56,0,3,0,1.6564E+12
53:04.8,781.00,5379.35,0,3,0,1.6564E+12
53:05.8,782.00,5379.35,0,3,0,1.6564E+12
53:06.8,783.00,5372.42,0,3,0,1.6564E+12
53:07.8,784.00,5367.92,0,3,0,1.6564E+12
53:08.8,785.00,5372.42,0,3,0,1.6564E+12
53:09.8,786.00,5372.42,0,3,0,1.6564E+12
53:10.8,787.00,5379.35,0,3,0,1.6564E+12
53:11.8,788.00,5372.42,0,3,0,1.6564E+12
53:12.8,789.00,5372.42,0,3,0,1.6564E+12
53:13.8,790.00,5353.09,0,3,0,1.6564E+12
53:14.8,791.00,5372.42,0,3,0,1.6564E+12
53:15.8,792.00,5379.35,0,3,0,1.6564E+12
53:16.8,793.00,5379.35,0,3,0,1.6564E+12
53:17.8,794.00,5367.92,0,3,0,1.6564E+12
53:18.8,795.00,5372.42,0,3,0,1.6564E+12
53:19.9,796.00,5379.35,0,3,0,1.6564E+12
53:20.9,797.00,5346.56,0,3,0,1.6564E+12
53:21.9,798.00,5372.42,0,3,0,1.6564E+12
53:22.9,799.00,5379.35,0,3,0,1.6564E+12
53:23.9,800.00,5372.42,0,3,0,1.6564E+12
53:24.9,801.00,5353.09,0,3,0,1.6564E+12
53:25.9,802.00,5379.35,0,3,0,1.6564E+12
53:26.9,803.00,5372.42,0,3,0,1.6564E+12
53:27.9,804.00,5367.92,0,3,0,1.6564E+12
53:29.5,805.00,5367.8,0,3,0,1.6564E+12
53:30.5,806.00,5364.81,0,3,0,1.6564E+12
53:31.5,807.00,5372.76,0,3,0,1.6564E+12
53:32.5,808.00,5353.09,0,3,0,1.6564E+12
53:33.5,809.00,5372.76,0,3,0,1.6564E+12
53:34.5,810.00,5372.42,0,3,0,1.6564E+12
53:35.5,811.00,5353.09,0,3,0,1.6564E+12
53:36.5,812.00,5346.56,0,3,0,1.6564E+12
53:37.5,813.00,5367.92,0,3,0,1.6564E+12
53:38.5,814.00,5379.35,0,3,0,1.6564E+12
53:39.5,815.00,5346.56,0,3,0,1.6564E+12
53:40.5,816.00,5379.35,0,3,0,1.6564E+12
53:41.5,817.00,5379.35,0,3,0,1.6564E+12
53:42.5,818.00,5372.76,0,3,0,1.6564E+12
53:43.5,819.00,5372.42,0,3,0,1.6564E+12
53:44.5,820.00,5353.43,0,3,0,1.6564E+12
53:45.5,821.00,5379.35,0,3,0,1.6564E+12
53:46.5,822.00,5372.42,0,3,0,1.6564E+12
53:47.5,823.00,5394.33,0,3,0,1.6564E+12
53:48.5,824.00,5372.42,0,3,0,1.6564E+12
53:49.5,825.00,5372.42,0,3,0,1.6564E+12
53:50.5,826.00,5379.35,0,3,0,1.6564E+12
53:51.5,827.00,5372.42,0,3,0,1.6564E+12
53:52.5,828.00,5372.42,0,3,0,1.6564E+12
53:53.5,829.00,5379.35,0,3,0,1.6564E+12
53:54.5,830.00,5372.76,0,3,0,1.6564E+12
53:55.5,831.00,5379.35,0,3,0,1.6564E+12
53:56.5,832.00,5379.35,0,3,0,1.6564E+12
53:57.5,833.00,5394.33,0,3,0,1.6564E+12
53:58.5,834.00,5372.42,0,3,0,1.6564E+12
53:59.5,835.00,5353.09,0,3,0,1.6564E+12
54:00.5,836.00,5379.35,0,3,0,1.6564E+12
54:01.5,837.00,5372.42,0,3,0,1.6564E+12
54:02.5,838.00,5353.43,0,3,0,1.6564E+12
54:03.5,839.00,5372.76,0,3,0,1.6564E+12
54:04.5,840.00,5372.76,0,3,0,1.6564E+12
54:05.5,841.00,5353.43,0,3,0,1.6564E+12
54:06.5,842.00,5372.42,0,3,0,1.6564E+12
54:07.5,843.00,5367.92,0,3,0,1.6564E+12
54:08.5,844.00,5379.35,0,3,0,1.6564E+12
54:09.6,845.00,5372.42,0,3,0,1.6564E+12
54:10.6,846.00,5353.43,0,3,0,1.6564E+12
54:11.6,847.00,5379.35,0,3,0,1.6564E+12
54:12.6,848.00,5346.56,0,3,0,1.6564E+12
54:13.6,849.00,5372.42,0,3,0,1.6564E+12
54:14.6,850.00,5379.35,0,3,0,1.6564E+12
54:15.6,851.00,5353.43,0,3,0,1.6564E+12
54:16.6,852.00,5346.56,0,3,0,1.6564E+12
54:17.6,853.00,5342.11,0,3,0,1.6564E+12
54:18.6,854.00,5346.56,0,3,0,1.6564E+12
54:19.6,855.00,5372.42,0,3,0,1.6564E+12
54:20.6,856.00,5353.43,0,3,0,1.6564E+12
54:21.6,857.00,5346.56,0,3,0,1.6564E+12
54:22.6,858.00,5346.56,0,3,0,1.6564E+12
54:23.6,859.00,5353.09,0,3,0,1.6564E+12
54:24.6,860.00,5346.56,0,3,0,1.6564E+12
54:25.6,861.00,5353.09,0,3,0,1.6564E+12
54:26.6,862.00,5353.09,0,3,0,1.6564E+12
54:27.6,863.00,5341.77,0,3,0,1.6564E+12
54:28.6,864.00,5346.56,0,3,0,1.6564E+12
54:29.6,865.00,5353.09,0,3,0,1.6564E+12
54:30.6,866.00,5353.09,0,3,0,1.6564E+12
54:31.6,867.00,5346.56,0,3,0,1.6564E+12
54:32.6,868.00,5327.42,0,3,0,1.6564E+12
54:33.6,869.00,5346.56,0,3,0,1.6564E+12
54:34.6,870.00,5346.56,0,3,0,1.6564E+12
54:35.6,871.00,5327.42,0,3,0,1.6564E+12
54:36.6,872.00,5320.62,0,3,0,1.6564E+12
54:37.6,873.00,5342.11,0,3,0,1.6564E+12
54:38.6,874.00,5327.42,0,3,0,1.6564E+12
54:39.6,875.00,5346.56,0,3,0,1.6564E+12
54:40.6,876.00,5353.09,0,3,0,1.6564E+12
54:41.6,877.00,5327.42,0,3,0,1.6564E+12
54:42.6,878.00,5320.62,0,3,0,1.6564E+12
54:43.6,879.00,5320.62,0,3,0,1.6564E+12
54:44.6,880.00,5327.42,0,3,0,1.6564E+12
54:45.6,881.00,5327.42,0,3,0,1.6564E+12
54:46.6,882.00,5320.96,0,3,0,1.6564E+12
54:47.6,883.00,5342.11,0,3,0,1.6564E+12
54:48.6,884.00,5320.96,0,3,0,1.6564E+12
54:49.6,885.00,5320.96,0,3,0,1.6564E+12
54:50.6,886.00,5327.42,0,3,0,1.6564E+12
54:51.6,887.00,5320.96,0,3,0,1.6564E+12
54:52.6,888.00,5320.62,0,3,0,1.6564E+12
54:53.6,889.00,5327.42,0,3,0,1.6564E+12
54:54.6,890.00,5295.26,0,3,0,1.6564E+12
54:55.6,891.00,5327.42,0,3,0,1.6564E+12
54:56.6,892.00,5301.66,0,3,0,1.6564E+12
54:57.6,893.00,5290.89,0,3,0,1.6564E+12
54:58.6,894.00,5295.26,0,3,0,1.6564E+12
54:59.7,895.00,5301.66,0,3,0,1.6564E+12
55:00.7,896.00,5301.66,0,3,0,1.6564E+12
55:01.7,897.00,5295.26,0,3,0,1.6564E+12
55:02.7,898.00,5302,0,3,0,1.6564E+12
55:03.7,899.00,5295.26,0,3,0,1.6564E+12
55:04.7,900.00,5269.81,0,3,0,1.6564E+12
55:05.7,901.00,5276.49,0,3,0,1.6564E+12
55:06.7,902.00,5270.15,0,3,0,1.6564E+12
55:07.7,903.00,5265.49,0,3,0,1.6564E+12
55:08.7,904.00,5276.15,0,3,0,1.6564E+12
55:09.7,905.00,5295.26,0,3,0,1.6564E+12
55:10.7,906.00,5251.22,0,3,0,1.6564E+12
55:11.7,907.00,5276.49,0,3,0,1.6564E+12
55:12.7,908.00,5270.15,0,3,0,1.6564E+12
55:13.7,909.00,5270.15,0,3,0,1.6564E+12
55:14.7,910.00,5251.22,0,3,0,1.6564E+12
55:15.7,911.00,5276.49,0,3,0,1.6564E+12
55:16.7,912.00,5269.81,0,3,0,1.6564E+12
55:17.7,913.00,5240.65,0,3,0,1.6564E+12
55:18.7,914.00,5269.81,0,3,0,1.6564E+12
55:19.7,915.00,5244.94,0,3,0,1.6564E+12
55:20.7,916.00,5251.22,0,3,0,1.6564E+12
55:21.7,917.00,5244.94,0,3,0,1.6564E+12
55:22.7,918.00,5244.94,0,3,0,1.6564E+12
55:23.7,919.00,5251.22,0,3,0,1.6564E+12
55:24.7,920.00,5244.94,0,3,0,1.6564E+12
55:25.7,921.00,5251.55,0,3,0,1.6564E+12
55:26.7,922.00,5226.52,0,3,0,1.6564E+12
55:27.7,923.00,5240.65,0,3,0,1.6564E+12
55:28.7,924.00,5219.97,0,3,0,1.6564E+12
55:29.7,925.00,5226.52,0,3,0,1.6564E+12
55:30.7,926.00,5226.52,0,3,0,1.6564E+12
55:31.7,927.00,5220.3,0,3,0,1.6564E+12
55:32.7,928.00,5226.52,0,3,0,1.6564E+12
55:33.7,929.00,5220.3,0,3,0,1.6564E+12
55:34.7,930.00,5219.97,0,3,0,1.6564E+12
55:35.7,931.00,5201.72,0,3,0,1.6564E+12
55:36.7,932.00,5220.3,0,3,0,1.6564E+12
55:37.7,933.00,5191.03,0,3,0,1.6564E+12
55:38.7,934.00,5201.72,0,3,0,1.6564E+12
55:39.7,935.00,5195.56,0,3,0,1.6564E+12
55:40.7,936.00,5201.72,0,3,0,1.6564E+12
55:41.7,937.00,5191.03,0,3,0,1.6564E+12
55:42.8,938.00,5201.72,0,3,0,1.6564E+12
55:43.8,939.00,5195.56,0,3,0,1.6564E+12
55:44.8,940.00,5191.25,0,3,0,1.6564E+12
55:45.8,941.00,5177.48,0,3,0,1.6564E+12
55:46.8,942.00,5195.56,0,3,0,1.6564E+12
55:47.8,943.00,5166.89,0,3,0,1.6564E+12
55:48.8,944.00,5171.06,0,3,0,1.6564E+12
55:49.8,945.00,5171.38,0,3,0,1.6564E+12
55:50.8,946.00,5153.15,0,3,0,1.6564E+12
55:51.8,947.00,5171.06,0,3,0,1.6564E+12
55:52.8,948.00,5147.1,0,3,0,1.6564E+12
55:53.8,949.00,5153.47,0,3,0,1.6564E+12
55:54.8,950.00,5147.1,0,3,0,1.6564E+12
55:55.8,951.00,5153.15,0,3,0,1.6564E+12
55:56.8,952.00,5153.15,0,3,0,1.6564E+12
55:57.8,953.00,5142.66,0,3,0,1.6564E+12
55:58.8,954.00,5147.1,0,3,0,1.6564E+12
55:59.8,955.00,5129.99,0,3,0,1.6564E+12
