datetime,frequency11,humidity1,state1,temperature1,timestamp
2022-06-30 18:48:00.121000,7588.64,43,1,22,1656595080121
2022-06-30 18:48:01.123000,7588.64,43,1,22,1656595081123
2022-06-30 18:48:02.126000,7602.48,43,1,22,1656595082126
2022-06-30 18:48:03.129000,7579.66,43,1,22,1656595083129
2022-06-30 18:48:04.131000,7550.13,43,1,22,1656595084131
2022-06-30 18:48:05.133000,7602.48,43,1,22,1656595085133
2022-06-30 18:48:06.135000,7588.64,43,1,22,1656595086135
2022-06-30 18:48:07.137000,7537.16,43,1,22,1656595087137
2022-06-30 18:48:08.140000,7550.13,43,1,22,1656595088140
2022-06-30 18:48:09.142000,7602.48,43,1,22,1656595089142
2022-06-30 18:48:10.144000,7537.16,43,1,22,1656595090144
2022-06-30 18:48:11.147000,7602.48,43,1,22,1656595091147
2022-06-30 18:48:12.149000,7537.16,43,1,22,1656595092149
2022-06-30 18:48:13.151000,7579.66,43,1,22,1656595093151
2022-06-30 18:48:14.152000,7602.48,43,1,22,1656595094152
2022-06-30 18:48:15.154000,7537.16,43,1,22,1656595095154
2022-06-30 18:48:16.156000,7589.33,43,1,22,1656595096156
2022-06-30 18:48:17.157000,7550.13,43,1,22,1656595097157
2022-06-30 18:48:18.159000,7588.64,43,1,22,1656595098159
2022-06-30 18:48:19.161000,7550.13,43,1,22,1656595099161
2022-06-30 18:48:20.162000,7602.48,43,1,22,1656595100162
2022-06-30 18:48:21.164000,7588.64,43,1,22,1656595101164
2022-06-30 18:48:22.166000,7588.64,43,1,22,1656595102166
2022-06-30 18:48:23.167000,7579.66,43,1,22,1656595103167
2022-06-30 18:48:24.169000,7550.13,43,1,22,1656595104169
2022-06-30 18:48:25.171000,7589.33,43,1,22,1656595105171
2022-06-30 18:48:26.174000,7602.48,43,1,22,1656595106174
2022-06-30 18:48:27.176000,7589.33,43,1,22,1656595107176
2022-06-30 18:48:28.178000,7537.16,43,1,22,1656595108178
2022-06-30 18:48:29.180000,7550.13,43,1,22,1656595109180
2022-06-30 18:48:30.182000,7588.64,43,1,22,1656595110182
2022-06-30 18:48:31.184000,7537.16,43,1,22,1656595111184
2022-06-30 18:48:32.186000,7602.48,43,1,22,1656595112186
2022-06-30 18:48:33.188000,7579.66,43,1,22,1656595113188
2022-06-30 18:48:34.190000,7550.13,43,1,22,1656595114190
2022-06-30 18:48:35.193000,7550.13,43,1,22,1656595115193
2022-06-30 18:48:36.195000,7588.64,43,1,22,1656595116195
